id,name,city,latitude,longitude,address
bus_stop3144,Vittorio Veneto Lorenzoni,Trento,46.058577,11.123833,"Vittorio Veneto / Lorenzoni, Via Vittorio Veneto, Bolghera, San Giuseppe, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38122, Italia"
bus_stop3145,Largo Prati,Trento,46.057498,11.117145,"Via Vittorio Veneto, Clarina, San Pio X, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38122, Italia"
bus_stop3146,Largo Prati,Trento,46.057417,11.117427,"6, Via Vittorio Veneto, Clarina, San Pio X, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38122, Italia"
bus_stop3147,Venezia Cave,Trento,46.066609,11.131481,"Venezia / Cave, Via Venezia, Corallo, Centro storico, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38100, Italia"
bus_stop3148,Venezia Cave,Trento,46.066491,11.132672,"Via Venezia, Corallo, Mesiano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38100, Italia"
bus_stop3149,"Venezia ""Corallo""",Trento,46.06857,11.136385,"Venezia / ""Corallo"", Via Venezia, Corallo, San Dona, Povo, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38100, Italia"
bus_stop3150,"Venezia ""Corallo""",Trento,46.069162,11.136344,"Via del Corallo, Corallo, San Dona, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38100, Italia"
bus_stop3151,Vicenza Montello,Trento,46.061671,11.135928,"Vicenza / Montello, Via Vicenza, Bolghera, Oltrefersina, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38100, Italia"
bus_stop3152,Vicenza Montello,Trento,46.061779,11.135818,"Vicenza / Montello, Via Vicenza, Bolghera, Oltrefersina, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38100, Italia"
bus_stop3153,"Zambra ""Ist. Darte Vittoria""",Trento,46.092337,11.116355,"3, Via Valentina Zambra, Magnete, Zona commerciale via Brennero, Martignano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38121, Italia"
bus_stop3154,Verona Fogazzaro,Trento,46.056511,11.128369,"Viale Verona, Bolghera, Oltrefersina, Villazzano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38100, Italia"
bus_stop3155,Verona Fogazzaro,Trento,46.056408,11.128664,"Verona / Fogazzaro, Viale Verona, Bolghera, Oltrefersina, Villazzano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38100, Italia"
bus_stop3156,"Verona ""Palazzo Stella""",Trento,46.043575,11.131163,"Viale Verona, Man Malpensada, Oltrefersina, Villazzano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38128, Italia"
bus_stop3157,Verona Menguzzato,Trento,46.042589,11.131402,"Viale Verona, Man Malpensada, Oltrefersina, Villazzano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38128, Italia"
