id,name,city,latitude,longitude,address
bus_stop1071,Chiarano,Chiarano,45.918883,10.869411,"77, Viale dei Capitelli, Chiarano, Arco, Comunita Alto Garda e Ledro, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38062, Italia"
bus_stop1072,Vigne,Vigne,45.919723,10.865351,"10, Via della Fossa, Vigne, Arco, Comunita Alto Garda e Ledro, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38062, Italia"
bus_stop1073,Varignano,Varignano,45.918307,10.861654,"2, Via delle Grazie, Ceole, Varignano, Arco, Comunita Alto Garda e Ledro, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38062, Italia"
bus_stop1074,Ceole-Madonna Grazie,Varignano,45.913915,10.857781,"Via delle Grazie, Ceole, Varignano, Arco, Comunita Alto Garda e Ledro, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38062, Italia"
bus_stop1075,Pasina Bivio,Varone,45.905638,10.851483,"Via Venezia, Pasina, Varone, Riva del Garda, Comunita Alto Garda e Ledro, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38066, Italia"
bus_stop1076,Arco Ospedale,Chiarano,45.918838,10.875973,"Viale dei Capitelli, Chiarano, Arco, Comunita Alto Garda e Ledro, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38062, Italia"
bus_stop1077,Mattarello-Ex St.Vestimenta,Trento,46.000537,11.12617,"Mattarello - Ex Stabilimento Vestimenta, Via Nazionale, Maset, Mattarello, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38123, Italia"
bus_stop1078,Mattarello-Ss 12,Trento,46.010332,11.128948,"Via Nazionale, Mattarello di Sotto, Mattarello, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38123, Italia"
bus_stop1079,Romagnano-Sp 131 Km 2,Trento,46.00935,11.119326,"Via delle Ischie, Valle, Ravina Romagnano, Romagnano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38123, Italia"
bus_stop1080,Romagnano-Sp131 Km 1,Trento,46.012418,11.106719,"Via delle Ischie, Valle, Ravina Romagnano, Romagnano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38123, Italia"
bus_stop1081,Romagnano-Cava Lonardi,Trento,46.007833,11.107917,"Via dei Pomari, Ravina Romagnano, Romagnano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38123, Italia"
bus_stop1082,Romagnano-Sp 90 Km 20,Trento,46.002046,11.104935,"Via dei Pomari, Ravina Romagnano, Romagnano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38123, Italia"
bus_stop1083,Aldeno-Maso Toricella,Aldeno,45.991309,11.097813,"Strada Provinciale Destra Adige, Aldeno, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia"
bus_stop1084,Aldeno-Cimitero,Aldeno,45.982519,11.09248,"Via Roma, Aldeno, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia"
bus_stop1085,Aldeno,Aldeno,45.976959,11.091823,"Aldeno, Via Fabio Filzi, Aldeno, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia"
bus_stop1086,Trento-Via S.Severino Dif. 127,Trento,46.051021,11.111587,"Sanseverino / ""San Nicolò"", Via Roberto da Sanseverino, Belvedere, San Giuseppe, Ravina, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38122, Italia"
bus_stop1087,Ravina-Via Del Ponte,Trento,46.042891,11.111776,"Via del Ponte, Belvedere, Ravina Romagnano, Ravina, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38123, Italia"
bus_stop1088,Ravina Bivio,Trento,46.037617,11.114121,"Concessionaria Alpin, 9/F, Via Stella, Maso Stella, Ravina Romagnano, Ravina, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38123, Italia"
bus_stop1089,Romagnano Bivio,Trento,46.014855,11.106838,"Via dei Pomari, Ravina Romagnano, Romagnano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38123, Italia"
bus_stop1090,Aldeno-Loc. Dossi,Covelo,45.973211,11.085159,"SP25, San Giorgio, Covelo, Aldeno, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia"
bus_stop1091,Aldeno-Loc. Ciausa,Covelo,45.975689,11.083535,"SP25, San Giorgio, Covelo, Cimone, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia"
bus_stop1092,S. Giorgio di Cimone,Covelo,45.975508,11.079655,"SP25, San Giorgio, Covelo, Cimone, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia"
bus_stop1093,Covelo di Cimone,Covelo,45.979308,11.070636,"Frazione Covelo, Buzzi, Covelo, Cimone, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia"
bus_stop1094,Covelo-Fam Cooperativa,Covelo,45.97846,11.06776,"Comune di Cimone, 90, Frazione Covelo, Petrolli, Covelo, Cimone, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38060, Italia"
bus_stop1095,Cimone-Loc. Battistoni,Covelo,45.977955,11.064836,"SP25, Battistoni, Covelo, Cimone, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia"
bus_stop1096,Cimone,Covelo,45.978318,11.066139,"SP25, Battistoni, Covelo, Cimone, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia"
bus_stop1097,Cimone-Bivio Pietra,Covelo,45.981119,11.068556,"Cimoneri, Covelo, Cimone, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia"
bus_stop1098,Cimoneri,Covelo,45.984459,11.072221,"Ca dei Veli, 27, SP25, Battistoni, Covelo, Cimone, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38060, Italia"
bus_stop1099,Gazi, ,45.98325,11.075581,"SP25, Piazza, Valle, Cimone, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia"
bus_stop1100,Garniga Terme-Loc. Zobbio,Garniga Terme,45.990055,11.08348,"SP25, Piazza, Valle, Garniga Terme, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia"
bus_stop1101,Garniga Terme,Garniga Terme,46.001406,11.085869,"Hotel Terme, 13, Via dei Bagni di Fieno, Lago, Garniga Terme, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38060, Italia"
bus_stop1102,Garniga-Piazza Lago,Garniga Terme,46.004809,11.085837,"Via dei Bagni di Fieno, Lago, Garniga Terme, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia"
bus_stop1103,Garniga Vecchia-Case di Sotto,Garniga Terme,46.012363,11.078789,"SP25, Lago, Garniga Vecchia Superiore, Garniga Terme, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38123, Italia"
bus_stop1104,Garniga Vecchia,Garniga Terme,46.013523,11.083561,"Via Ca di Sodra, Garniga Vecchia Superiore, Garniga Terme, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38123, Italia"
bus_stop1105,Romagnano Bivio,Trento,46.016038,11.107802,"Via dei Pomari, Ravina Romagnano, Romagnano, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38123, Italia"
bus_stop1106,Ravina Bivio,Trento,46.037512,11.114093,"Concessionaria Alpin, 9/F, Via Stella, Maso Stella, Ravina Romagnano, Ravina, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38123, Italia"
bus_stop1107,Trento-Tangenziale,Trento,46.047754,11.113561,"Tangenziale Ovest, Belvedere, San Giuseppe, Ravina, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38128, Italia"
bus_stop1108,Serso,Serso,46.074834,11.253089,"Via San Giorgio, Centrale, Serso, Pergine Valsugana, Comunita Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38057, Italia"
bus_stop1109,Viarago Via Delle Miniere,Viarago,46.082001,11.268848,"Via delle Miniere, Cittadella, Viarago, Pergine Valsugana, Comunita Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38057, Italia"
bus_stop1110,Viarago,Viarago,46.079812,11.262165,"Piazza SS Fabiano e Sebastiano, Maso Slaifer, Viarago, Pergine Valsugana, Comunita Alta Valsugana e Bersntol, Provincia di Trento, Trentino-Alto Adige/Südtirol, Italia"
bus_stop1111,Trento V. S.Francesco,Trento,46.067015,11.126392,"Kebab Venezia, 2/A, Via San Francesco dAssisi, Bolghera, Centro storico, Trento, Territorio Val dAdige, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38122, Italia"
